GeneID	meanvect
ENSG00000196224	0
ENSG00000196227	29.975
ENSG00000196228	0
ENSG00000196230	979.665
ENSG00000196233	26.665
ENSG00000196235	78.87
ENSG00000196236	17.535
ENSG00000196240	0
ENSG00000196242	0
ENSG00000196243	0
ENSG00000196247	18.63
ENSG00000196248	0
ENSG00000196260	0
ENSG00000196262	1374.54
ENSG00000196263	0.5
ENSG00000196266	0
ENSG00000196267	1.3
ENSG00000196268	5.29
ENSG00000196273	0
ENSG00000196274	0
ENSG00000196275	1.72
ENSG00000196277	0.365
ENSG00000196284	7.21
ENSG00000196289	0.045
ENSG00000196290	34.71
ENSG00000196295	11.755
ENSG00000196296	1.765
ENSG00000196301	0
ENSG00000196302	4.03
ENSG00000196305	137.185
ENSG00000196312	0.335
ENSG00000196313	63.875
ENSG00000196323	25.21
ENSG00000196329	0
ENSG00000196335	0.235
ENSG00000196337	0.415
ENSG00000196338	1.05
ENSG00000196341	0.02
ENSG00000196344	0
ENSG00000196345	0.8
ENSG00000196350	0
ENSG00000196352	42.63
ENSG00000196353	0.04
ENSG00000196357	1.41
ENSG00000196358	1.36
ENSG00000196361	0.01
ENSG00000196363	50.6
ENSG00000196364	0
ENSG00000196365	44.125
ENSG00000196366	0.31
ENSG00000196367	41.15
ENSG00000196368	13.715
ENSG00000196369	14.365
ENSG00000196371	2.22
ENSG00000196372	14.085
ENSG00000196376	9.2
ENSG00000196378	1.645
ENSG00000196381	0
ENSG00000196383	0
ENSG00000196387	3.83
ENSG00000196388	1.295
ENSG00000196390	0.005
ENSG00000196391	4.955
ENSG00000196395	0
ENSG00000196396	33.48
ENSG00000196403	0
ENSG00000196405	43.91
ENSG00000196406	0
ENSG00000196407	0
ENSG00000196408	0
ENSG00000196411	31.335
ENSG00000196415	0.06
ENSG00000196417	4.26
ENSG00000196418	6.605
ENSG00000196419	341.045
ENSG00000196420	0
ENSG00000196421	1.245
ENSG00000196422	8.655
ENSG00000196427	0
ENSG00000196428	31.105
ENSG00000196431	0
ENSG00000196433	0.02
ENSG00000196436	4.12
ENSG00000196437	4.575
ENSG00000196440	1.96
ENSG00000196449	21.2
ENSG00000196453	21.715
ENSG00000196455	18.89
ENSG00000196456	5.14
ENSG00000196458	2.92
ENSG00000196459	16.38
ENSG00000196460	0
ENSG00000196465	48.54
ENSG00000196466	1.935
ENSG00000196468	0
ENSG00000196470	11.45
ENSG00000196472	0
ENSG00000196475	0
ENSG00000196476	9.185
ENSG00000196482	1.34
ENSG00000196497	75.51
ENSG00000196498	42.585
ENSG00000196502	2.83
ENSG00000196503	0.355
ENSG00000196504	118.97
ENSG00000196505	17.3
ENSG00000196507	3.115
ENSG00000196510	93.42
ENSG00000196511	1.34
ENSG00000196517	6.445
ENSG00000196526	6.765
ENSG00000196531	867.895
ENSG00000196534	0
ENSG00000196535	7.405
ENSG00000196539	0
ENSG00000196542	0.24
ENSG00000196544	5.26
ENSG00000196547	32.485
ENSG00000196549	2.755
ENSG00000196550	14.465
ENSG00000196553	0.195
ENSG00000196557	7.175
ENSG00000196562	22.455
ENSG00000196564	0
ENSG00000196565	0
ENSG00000196566	0.11
ENSG00000196569	0.36
ENSG00000196570	0
ENSG00000196576	19.465
ENSG00000196578	0
ENSG00000196581	0
ENSG00000196584	42.71
ENSG00000196586	19.645
ENSG00000196588	21.125
ENSG00000196589	0
ENSG00000196591	198.865
ENSG00000196593	0
ENSG00000196597	6.86
ENSG00000196600	0.03
ENSG00000196604	0
ENSG00000196605	1.4
ENSG00000196611	0
ENSG00000196616	0.105
ENSG00000196620	0
ENSG00000196628	18.985
ENSG00000196632	4.585
ENSG00000196634	0
ENSG00000196636	26.22
ENSG00000196639	0.105
ENSG00000196642	108.615
ENSG00000196646	3.1
ENSG00000196652	11.1
ENSG00000196653	1.43
ENSG00000196655	31.19
ENSG00000196656	737.185
ENSG00000196659	1.98
ENSG00000196660	1.525
ENSG00000196663	7.32
ENSG00000196664	0.01
ENSG00000196666	0.04
ENSG00000196668	2.085
ENSG00000196670	14.795
ENSG00000196678	16.015
ENSG00000196683	125.23
ENSG00000196684	0
ENSG00000196689	5.335
ENSG00000196693	11.135
ENSG00000196696	12.135
ENSG00000196700	24.165
ENSG00000196704	75.25
ENSG00000196705	13.72
ENSG00000196711	10.3
ENSG00000196712	22.885
ENSG00000196715	33.585
ENSG00000196724	0.17
ENSG00000196730	15.085
ENSG00000196734	0
ENSG00000196735	0.32
ENSG00000196739	8.07
ENSG00000196741	1.4
ENSG00000196743	15.355
ENSG00000196747	50.695
ENSG00000196748	0.67
ENSG00000196754	0
ENSG00000196756	52.22
ENSG00000196757	1.465
ENSG00000196758	0
ENSG00000196767	0
ENSG00000196772	0
ENSG00000196776	34.46
ENSG00000196778	0.03
ENSG00000196781	40.335
ENSG00000196782	1.84
ENSG00000196787	37.675
ENSG00000196792	36.11
ENSG00000196793	3.895
ENSG00000196796	0.14
ENSG00000196800	0
ENSG00000196805	0
ENSG00000196810	7.88
ENSG00000196811	0.36
ENSG00000196812	5.555
ENSG00000196814	5.55
ENSG00000196821	29.915
ENSG00000196826	0.855
ENSG00000196832	0.03
ENSG00000196834	0.035
ENSG00000196839	10.255
ENSG00000196843	6.82
ENSG00000196844	0
ENSG00000196850	13.425
ENSG00000196859	0
ENSG00000196860	0.5
ENSG00000196862	0.09
ENSG00000196865	9.64
ENSG00000196866	10.825
ENSG00000196867	0.815
ENSG00000196872	0.7
ENSG00000196873	58
ENSG00000196876	2.455
ENSG00000196878	0.085
ENSG00000196890	55.505
ENSG00000196893	0
ENSG00000196900	0
ENSG00000196911	16.58
ENSG00000196912	18.6
ENSG00000196914	34.54
ENSG00000196917	0.14
ENSG00000196922	0
ENSG00000196923	47.215
ENSG00000196924	113.36
ENSG00000196932	0.01
ENSG00000196933	0
ENSG00000196935	6.72
ENSG00000196937	16.59
ENSG00000196943	17.48
ENSG00000196944	0
ENSG00000196946	0.09
ENSG00000196950	23.175
ENSG00000196951	1.475
ENSG00000196954	0
ENSG00000196961	42.56
ENSG00000196967	3.095
ENSG00000196968	12.655
ENSG00000196970	0
ENSG00000196972	2.04
ENSG00000196975	11.31
ENSG00000196976	37.175
ENSG00000196979	0.05
ENSG00000196981	2.49
ENSG00000196990	0
ENSG00000196993	0.445
ENSG00000196998	38.495
ENSG00000197006	39.985
ENSG00000197008	11.795
ENSG00000197013	2.38
ENSG00000197016	1.475
ENSG00000197019	2.08
ENSG00000197020	11.44
ENSG00000197021	28.59
ENSG00000197023	0
ENSG00000197024	29.515
ENSG00000197037	10.89
ENSG00000197038	0
ENSG00000197043	72.335
ENSG00000197044	0.545
ENSG00000197045	19.02
ENSG00000197046	0.09
ENSG00000197050	3.31
ENSG00000197054	0.025
ENSG00000197056	17.87
ENSG00000197057	0
ENSG00000197061	322.67
ENSG00000197062	9.28
ENSG00000197063	13.14
ENSG00000197067	0
ENSG00000197070	26.37
ENSG00000197077	12.765
ENSG00000197079	0.465
ENSG00000197081	39.255
ENSG00000197083	0
ENSG00000197084	0
ENSG00000197085	0.175
ENSG00000197092	0
ENSG00000197093	0.485
ENSG00000197099	0.245
ENSG00000197102	96.045
ENSG00000197106	0.54
ENSG00000197110	0
ENSG00000197111	591.01
ENSG00000197114	10.25
ENSG00000197119	11.305
ENSG00000197121	6.82
ENSG00000197122	9.63
ENSG00000197123	0
ENSG00000197124	0.225
ENSG00000197125	0
ENSG00000197128	3.07
ENSG00000197134	0.235
ENSG00000197136	25.305
ENSG00000197140	0.58
ENSG00000197142	0.47
ENSG00000197147	8.9
ENSG00000197149	5.465
ENSG00000197150	29.235
ENSG00000197153	4.235
ENSG00000197157	99.935
ENSG00000197161	0
ENSG00000197162	3.695
ENSG00000197165	0.325
ENSG00000197168	0.815
ENSG00000197170	81.39
ENSG00000197171	0
ENSG00000197172	0.555
ENSG00000197176	0
ENSG00000197177	0.065
ENSG00000197180	3.81
ENSG00000197181	0.045
ENSG00000197182	1.325
ENSG00000197183	4.515
ENSG00000197185	0
ENSG00000197191	1.635
ENSG00000197208	0.19
ENSG00000197210	0.07
ENSG00000197213	0
ENSG00000197214	0.07
ENSG00000197217	15.18
ENSG00000197223	13.695
ENSG00000197226	83.535
ENSG00000197233	0
ENSG00000197238	0
ENSG00000197241	0.03
ENSG00000197245	0.04
ENSG00000197249	0
ENSG00000197251	0
ENSG00000197253	0.08
ENSG00000197254	0
ENSG00000197256	17.32
ENSG00000197258	5.98
ENSG00000197261	1.365
ENSG00000197265	18.835
ENSG00000197272	0
ENSG00000197273	0
ENSG00000197275	16.755
ENSG00000197279	3.79
ENSG00000197283	10.475
ENSG00000197291	1.035
ENSG00000197296	3.8
ENSG00000197299	30.815
ENSG00000197301	1.01
ENSG00000197302	5.49
ENSG00000197308	0.46
ENSG00000197309	0
ENSG00000197312	31.345
ENSG00000197320	0.13
ENSG00000197321	3.035
ENSG00000197322	0.02
ENSG00000197323	61.21
ENSG00000197324	14.51
ENSG00000197329	7.52
ENSG00000197332	2.855
ENSG00000197334	0
ENSG00000197343	33.615
ENSG00000197345	69.885
ENSG00000197353	0
ENSG00000197355	4.7
ENSG00000197358	0.385
ENSG00000197360	0
ENSG00000197361	0.25
ENSG00000197362	8.755
ENSG00000197363	3.715
ENSG00000197364	0
ENSG00000197372	9.485
ENSG00000197375	14.115
ENSG00000197376	0.145
ENSG00000197380	1.785
ENSG00000197381	11.79
ENSG00000197385	0.165
ENSG00000197386	55.44
ENSG00000197403	0
ENSG00000197405	0.555
ENSG00000197406	0.15
ENSG00000197408	0
ENSG00000197409	0.12
ENSG00000197410	0.62
ENSG00000197415	0.11
ENSG00000197416	0
ENSG00000197417	14.955
ENSG00000197421	0
ENSG00000197428	0
ENSG00000197429	4.765
ENSG00000197430	0
ENSG00000197437	0
ENSG00000197442	4.315
ENSG00000197444	4.85
ENSG00000197446	0.28
ENSG00000197448	67.995
ENSG00000197451	308.315
ENSG00000197454	0
ENSG00000197457	20.56
ENSG00000197461	3.655
ENSG00000197462	0
ENSG00000197465	0.035
ENSG00000197467	2.735
ENSG00000197468	0
ENSG00000197471	0.19
ENSG00000197472	7.485
ENSG00000197475	0
ENSG00000197476	0
ENSG00000197479	0.075
ENSG00000197483	7.005
ENSG00000197487	0
ENSG00000197496	2.26
ENSG00000197497	0.065
ENSG00000197498	71.87
ENSG00000197503	0.035
ENSG00000197506	0
ENSG00000197520	0.035
ENSG00000197530	17.16
ENSG00000197532	0
ENSG00000197535	9.9
ENSG00000197536	0.875
ENSG00000197540	0
ENSG00000197548	22.33
ENSG00000197549	0
ENSG00000197550	0.025
ENSG00000197555	15.285
ENSG00000197557	1.94
ENSG00000197558	0.125
ENSG00000197561	0
ENSG00000197562	9.83
ENSG00000197563	14.285
ENSG00000197565	2.67
ENSG00000197566	1.74
ENSG00000197568	27.915
ENSG00000197575	0
ENSG00000197576	11.055
ENSG00000197579	18.66
ENSG00000197580	0.98
ENSG00000197582	7.38
ENSG00000197584	0.465
ENSG00000197585	0.57
ENSG00000197586	27.995
ENSG00000197587	2.2
ENSG00000197588	0
ENSG00000197591	0
ENSG00000197594	14.295
ENSG00000197595	0
ENSG00000197599	0.05
ENSG00000197601	47.01
ENSG00000197603	11.45
ENSG00000197608	3.615
ENSG00000197614	0.05
ENSG00000197616	0
ENSG00000197617	0
ENSG00000197619	3.64
ENSG00000197620	16.25
ENSG00000197622	40.26
ENSG00000197627	0.42
ENSG00000197629	0
ENSG00000197632	0
ENSG00000197635	1.58
ENSG00000197641	0.075
ENSG00000197644	0
ENSG00000197646	0.025
ENSG00000197647	0.59
ENSG00000197651	0
ENSG00000197653	1.2
ENSG00000197658	0
ENSG00000197665	0.035
ENSG00000197670	0.255
ENSG00000197674	0
ENSG00000197683	0
ENSG00000197692	0
ENSG00000197694	69.32
ENSG00000197696	12.065
ENSG00000197702	8.445
ENSG00000197705	1.875
ENSG00000197706	0.01
ENSG00000197712	5.49
ENSG00000197713	42.34
ENSG00000197714	10.775
ENSG00000197721	0.325
ENSG00000197724	11.06
ENSG00000197728	161.975
ENSG00000197734	0.115
ENSG00000197744	1.86
ENSG00000197745	0
ENSG00000197746	149.4
ENSG00000197747	136.73
ENSG00000197748	1.025
ENSG00000197753	5.085
ENSG00000197756	1200.815
ENSG00000197757	21.405
ENSG00000197763	5.8
ENSG00000197766	17.54
ENSG00000197768	0.77
ENSG00000197769	0.05
ENSG00000197771	57.81
ENSG00000197774	11.025
ENSG00000197776	0.4
ENSG00000197779	4.71
ENSG00000197780	23.175
ENSG00000197782	5.09
ENSG00000197785	70.005
ENSG00000197786	0
ENSG00000197790	0
ENSG00000197794	0
ENSG00000197798	17.51
ENSG00000197808	3.655
ENSG00000197813	1.81
ENSG00000197815	1.01
ENSG00000197816	4.575
ENSG00000197818	4.295
ENSG00000197822	14.79
ENSG00000197826	0.48
ENSG00000197837	11.95
ENSG00000197838	0
ENSG00000197841	2.8
ENSG00000197847	0
ENSG00000197849	0.01
ENSG00000197852	2.255
ENSG00000197857	1.91
ENSG00000197858	36.32
ENSG00000197859	0
ENSG00000197860	15.96
ENSG00000197863	1.865
ENSG00000197866	0
ENSG00000197870	0.27
ENSG00000197872	0.335
ENSG00000197879	32.55
ENSG00000197880	0
ENSG00000197882	0.38
ENSG00000197885	6.55
ENSG00000197887	0
ENSG00000197888	0
ENSG00000197889	0.12
ENSG00000197891	0.02
ENSG00000197892	3.155
ENSG00000197893	0
ENSG00000197894	71.995
ENSG00000197901	0
ENSG00000197903	135.435
ENSG00000197905	29.635
ENSG00000197912	62.2
ENSG00000197915	0.015
ENSG00000197919	0
ENSG00000197921	0.52
ENSG00000197927	0.35
ENSG00000197928	0.155
ENSG00000197930	31.725
ENSG00000197933	3.255
ENSG00000197934	0
ENSG00000197935	0.08
ENSG00000197937	0
ENSG00000197938	0
ENSG00000197943	4.74
ENSG00000197948	6.32
ENSG00000197951	3.16
ENSG00000197953	0
ENSG00000197956	0
ENSG00000197958	1212.32
ENSG00000197959	1.965
ENSG00000197961	23.385
ENSG00000197965	63.88
ENSG00000197969	26.425
ENSG00000197971	1.015
ENSG00000197976	10.695
ENSG00000197977	7.56
ENSG00000197978	3.43
ENSG00000197980	0.495
ENSG00000197982	32.775
ENSG00000197984	0
ENSG00000197989	37.62
ENSG00000197990	0
ENSG00000197991	0
ENSG00000197992	0
ENSG00000197993	0.195
ENSG00000198000	60.65
ENSG00000198001	6.6
ENSG00000198003	1.315
ENSG00000198010	0
ENSG00000198015	84.745
ENSG00000198018	9.58
ENSG00000198019	0
ENSG00000198021	0
ENSG00000198022	0
ENSG00000198026	13.375
ENSG00000198028	0.04
ENSG00000198033	0
ENSG00000198034	1735.59
ENSG00000198039	4.58
ENSG00000198040	6.885
ENSG00000198042	27.365
ENSG00000198046	0
ENSG00000198049	0.01
ENSG00000198053	4.185
ENSG00000198054	0.155
ENSG00000198055	52.515
ENSG00000198056	46.56
ENSG00000198060	25.41
ENSG00000198062	0
ENSG00000198064	37.115
ENSG00000198074	0
ENSG00000198075	2.375
ENSG00000198077	0.125
ENSG00000198081	4.865
ENSG00000198083	0
ENSG00000198087	23.36
ENSG00000198088	15.14
ENSG00000198089	30.505
ENSG00000198090	0
ENSG00000198092	0.055
ENSG00000198093	4.5
ENSG00000198099	0.03
ENSG00000198104	0.01
ENSG00000198105	9.12
ENSG00000198106	0.26
ENSG00000198108	3.42
ENSG00000198113	0.85
ENSG00000198121	3.17
ENSG00000198125	0
ENSG00000198128	0
ENSG00000198129	0
ENSG00000198130	31.13
ENSG00000198131	0.43
ENSG00000198133	2.93
ENSG00000198134	0.355
ENSG00000198142	2.08
ENSG00000198146	22.685
ENSG00000198153	0.315
ENSG00000198155	0.08
ENSG00000198156	0.325
ENSG00000198157	82.975
ENSG00000198160	32.35
ENSG00000198162	37.385
ENSG00000198168	18.115
ENSG00000198169	10.33
ENSG00000198171	48.765
ENSG00000198173	0
ENSG00000198176	56.57
ENSG00000198178	0
ENSG00000198182	3.975
ENSG00000198183	0
ENSG00000198185	0
ENSG00000198189	13.605
ENSG00000198198	9.275
ENSG00000198203	0.085
ENSG00000198205	0.985
ENSG00000198208	10.975
ENSG00000198211	0.635
ENSG00000198216	0.05
ENSG00000198217	0
ENSG00000198218	79.575
ENSG00000198221	1.06
ENSG00000198223	0.08
ENSG00000198225	0.15
ENSG00000198231	72.495
ENSG00000198237	2.865
ENSG00000198242	323.8
ENSG00000198246	5.005
ENSG00000198251	0.095
ENSG00000198252	6.175
ENSG00000198258	119.82
ENSG00000198261	0
ENSG00000198265	30.04
ENSG00000198270	2.52
ENSG00000198271	0
ENSG00000198276	24.505
ENSG00000198277	0
ENSG00000198283	0.045
ENSG00000198284	0
ENSG00000198286	0
ENSG00000198298	3.725
ENSG00000198300	0
ENSG00000198301	39.7
ENSG00000198312	0
ENSG00000198315	20.34
ENSG00000198324	7.27
ENSG00000198326	0.035
ENSG00000198331	8.58
ENSG00000198336	0
ENSG00000198342	0.115
ENSG00000198346	0.03
ENSG00000198353	34.22
ENSG00000198354	0
ENSG00000198355	39.54
ENSG00000198356	44.27
ENSG00000198358	0.08
ENSG00000198363	44.89
ENSG00000198367	0
ENSG00000198369	7.475
ENSG00000198373	15.815
ENSG00000198380	27.52
ENSG00000198382	8.44
ENSG00000198390	0
ENSG00000198393	3.265
ENSG00000198398	0
ENSG00000198399	17.405
ENSG00000198400	0.52
ENSG00000198406	49.66
ENSG00000198408	65
ENSG00000198414	0.025
ENSG00000198416	0.51
ENSG00000198417	4.365
ENSG00000198420	38.505
ENSG00000198429	0.045
ENSG00000198431	65.325
ENSG00000198435	30.11
ENSG00000198440	2.105
ENSG00000198443	0
ENSG00000198445	0.03
ENSG00000198452	0
ENSG00000198453	2.11
ENSG00000198454	0
ENSG00000198455	4.67
ENSG00000198464	8.225
ENSG00000198466	18.59
ENSG00000198467	10.175
ENSG00000198468	2.975
ENSG00000198471	0
ENSG00000198478	7.58
ENSG00000198482	0
ENSG00000198483	0
ENSG00000198488	0
ENSG00000198491	0
ENSG00000198492	100.52
ENSG00000198496	3.455
ENSG00000198498	58.6
ENSG00000198502	0.23
ENSG00000198513	4.85
ENSG00000198515	0.315
ENSG00000198517	9.995
ENSG00000198520	0.415
ENSG00000198521	0.16
ENSG00000198522	27.38
ENSG00000198523	0.19
ENSG00000198526	0
ENSG00000198535	0.245
ENSG00000198538	5.13
ENSG00000198542	0
ENSG00000198546	42.53
ENSG00000198547	0.035
ENSG00000198551	3.345
ENSG00000198553	2.235
ENSG00000198554	20.725
ENSG00000198555	0
ENSG00000198556	11.44
ENSG00000198561	32.235
ENSG00000198563	372.15
ENSG00000198569	0.26
ENSG00000198570	0
ENSG00000198573	0
ENSG00000198574	0.025
ENSG00000198576	1.085
ENSG00000198580	0.095
ENSG00000198585	11.815
ENSG00000198586	32.245
ENSG00000198589	32.58
ENSG00000198590	1.43
ENSG00000198597	3.195
ENSG00000198598	2.36
ENSG00000198601	0
ENSG00000198604	72
ENSG00000198610	0
ENSG00000198612	67.4
ENSG00000198618	259.845
ENSG00000198624	5.73
ENSG00000198625	23.16
ENSG00000198626	0.225
ENSG00000198633	0
ENSG00000198642	18.09
ENSG00000198643	0
ENSG00000198646	28.24
ENSG00000198648	11.79
ENSG00000198650	0.225
ENSG00000198658	1.005
ENSG00000198663	20.25
ENSG00000198668	195.875
ENSG00000198670	0
ENSG00000198671	0.075
ENSG00000198673	1.305
ENSG00000198674	0
ENSG00000198677	32.05
ENSG00000198678	0
ENSG00000198680	14.115
ENSG00000198681	0
ENSG00000198682	8.235
ENSG00000198685	0.04
ENSG00000198689	9.2
ENSG00000198690	9.885
ENSG00000198691	0.01
ENSG00000198692	0.07
ENSG00000198695	5172.175
ENSG00000198700	64.84
ENSG00000198703	0
ENSG00000198704	0
ENSG00000198707	15.32
ENSG00000198711	1.82
ENSG00000198712	12646.08
ENSG00000198715	47.87
ENSG00000198718	5.155
ENSG00000198719	3.71
ENSG00000198720	11.15
ENSG00000198721	48.97
ENSG00000198722	13.4
ENSG00000198723	2.105
ENSG00000198727	6128.27
ENSG00000198728	42.12
ENSG00000198729	8.75
ENSG00000198730	54.87
ENSG00000198732	16.785
ENSG00000198734	0.03
ENSG00000198736	35.335
ENSG00000198738	0
ENSG00000198739	0.01
ENSG00000198740	9.915
ENSG00000198742	12.16
ENSG00000198743	9.035
ENSG00000198744	3.04
ENSG00000198746	9.445
ENSG00000198752	25.83
ENSG00000198753	0.01
ENSG00000198754	0.5
ENSG00000198755	849.055
ENSG00000198756	3.125
ENSG00000198758	0
ENSG00000198759	0
ENSG00000198763	7499.36
ENSG00000198765	0
ENSG00000198768	0.22
ENSG00000198771	0.06
ENSG00000198774	0.15
ENSG00000198780	7.105
ENSG00000198783	8.09
ENSG00000198785	0.265
ENSG00000198786	4032.895
ENSG00000198787	0
ENSG00000198788	0
ENSG00000198791	101.73
ENSG00000198792	56.94
ENSG00000198793	36.65
ENSG00000198794	8.97
ENSG00000198795	5.67
ENSG00000198796	0.155
ENSG00000198797	0.015
ENSG00000198798	0
ENSG00000198799	12.47
ENSG00000198804	10326.735
ENSG00000198805	63.295
ENSG00000198807	3.085
ENSG00000198812	0
ENSG00000198814	10.29
ENSG00000198815	30.85
ENSG00000198816	37.52
ENSG00000198818	38.09
ENSG00000198821	0.45
ENSG00000198822	0.115
ENSG00000198824	11.66
ENSG00000198825	4.975
ENSG00000198826	41.875
ENSG00000198829	0
ENSG00000198830	577.375
ENSG00000198832	47.545
ENSG00000198833	21.135
ENSG00000198835	1.235
ENSG00000198836	39.43
ENSG00000198837	33.22
ENSG00000198838	2.615
ENSG00000198839	10.665
ENSG00000198840	5409.215
ENSG00000198841	7.465
ENSG00000198842	0
ENSG00000198843	49.33
ENSG00000198844	0.015
ENSG00000198846	0.085
ENSG00000198848	0
ENSG00000198851	0
ENSG00000198853	3.525
ENSG00000198854	0
ENSG00000198855	2.31
ENSG00000198856	85.02
ENSG00000198857	0.205
ENSG00000198858	35.955
ENSG00000198860	28.845
ENSG00000198862	11.83
ENSG00000198863	8.595
ENSG00000198865	0
ENSG00000198868	0.445
ENSG00000198870	1.37
ENSG00000198873	2.16
ENSG00000198874	12.375
ENSG00000198876	35.945
ENSG00000198879	12.61
ENSG00000198881	0.275
ENSG00000198883	0
ENSG00000198885	12.95
ENSG00000198886	11307.095
ENSG00000198887	28.635
ENSG00000198888	6833.495
ENSG00000198889	0
ENSG00000198890	22.095
ENSG00000198892	3.265
ENSG00000198894	13.39
ENSG00000198898	74.03
ENSG00000198899	18567.63
ENSG00000198900	111.75
ENSG00000198901	130.245
ENSG00000198908	7.805
ENSG00000198909	19.845
ENSG00000198910	0.24
ENSG00000198911	38.455
ENSG00000198912	16.805
ENSG00000198914	8.465
ENSG00000198915	4.18
ENSG00000198917	28.64
ENSG00000198918	1003.125
ENSG00000198919	18.365
ENSG00000198920	13.96
ENSG00000198923	0
ENSG00000198924	9.67
ENSG00000198925	33.745
ENSG00000198929	4.25
ENSG00000198930	0
ENSG00000198931	186.75
ENSG00000198932	0.985
ENSG00000198933	12.335
ENSG00000198934	3.355
ENSG00000198937	35.69
ENSG00000198938	11025.815
ENSG00000198939	0.42
ENSG00000198944	2.135
ENSG00000198945	9.935
ENSG00000198947	8.52
ENSG00000198948	4.685
ENSG00000198951	16.08
ENSG00000198952	80.79
ENSG00000198954	29.06
ENSG00000198959	0.96
ENSG00000198960	25.825
ENSG00000198961	18.56
ENSG00000198963	0.76
ENSG00000198964	7.375
ENSG00000198965	0
ENSG00000198967	0.02
ENSG00000198972	0
ENSG00000198973	0
ENSG00000198974	0
ENSG00000198975	0
ENSG00000198976	0
ENSG00000198982	0
ENSG00000198983	0
ENSG00000198984	0
ENSG00000198987	0
ENSG00000198995	0
ENSG00000198997	0
ENSG00000199001	0
ENSG00000199005	0
ENSG00000199012	0
ENSG00000199015	0
ENSG00000199017	0
ENSG00000199020	0
ENSG00000199023	0
ENSG00000199024	0
ENSG00000199025	0
ENSG00000199030	0
ENSG00000199031	0
ENSG00000199032	0
ENSG00000199035	0
ENSG00000199036	0
ENSG00000199038	0
ENSG00000199043	0
ENSG00000199047	0
ENSG00000199051	0
ENSG00000199053	1.585
ENSG00000199059	0
ENSG00000199065	0
ENSG00000199069	0
ENSG00000199072	0
ENSG00000199075	0
ENSG00000199077	0
ENSG00000199080	0
ENSG00000199082	0
ENSG00000199085	0
ENSG00000199088	0
ENSG00000199090	0
ENSG00000199092	0
ENSG00000199094	0
ENSG00000199095	0
ENSG00000199102	0
ENSG00000199104	0
ENSG00000199107	0
ENSG00000199109	0
ENSG00000199121	0
ENSG00000199122	1.105
ENSG00000199127	0
ENSG00000199130	0
ENSG00000199132	0
ENSG00000199133	0
ENSG00000199135	0
ENSG00000199143	0
ENSG00000199145	5.065
ENSG00000199150	0
ENSG00000199151	0
ENSG00000199153	0
ENSG00000199156	0
ENSG00000199157	0
ENSG00000199158	0
ENSG00000199161	0
ENSG00000199165	0
ENSG00000199168	0
ENSG00000199169	2.47
ENSG00000199172	0
ENSG00000199177	0
ENSG00000199179	0
ENSG00000199196	0
ENSG00000199197	0
ENSG00000199200	1.175
ENSG00000199201	0
ENSG00000199202	0
ENSG00000199203	0
ENSG00000199204	0
ENSG00000199212	0
ENSG00000199217	0
ENSG00000199218	0.195
ENSG00000199219	0
ENSG00000199220	0
ENSG00000199222	0
ENSG00000199223	0
ENSG00000199224	0
ENSG00000199226	0
ENSG00000199231	0
ENSG00000199237	1.82
ENSG00000199240	0
ENSG00000199241	0
ENSG00000199245	0
ENSG00000199246	0
ENSG00000199248	1.895
ENSG00000199251	0
ENSG00000199260	0.99
ENSG00000199263	0
ENSG00000199266	0.79
ENSG00000199270	0.975
ENSG00000199272	0
ENSG00000199273	0
ENSG00000199276	0
ENSG00000199279	0
ENSG00000199282	0
ENSG00000199283	0
ENSG00000199285	0
ENSG00000199286	0
ENSG00000199289	0
ENSG00000199290	0
ENSG00000199291	0
ENSG00000199293	2.18
ENSG00000199295	0
ENSG00000199299	0
ENSG00000199301	0
ENSG00000199303	0
ENSG00000199306	0
ENSG00000199308	0
ENSG00000199311	0
ENSG00000199313	1.16
ENSG00000199315	0
ENSG00000199318	0.645
ENSG00000199319	0.215
ENSG00000199321	0
ENSG00000199322	0
ENSG00000199325	1.415
ENSG00000199326	0
ENSG00000199327	0
ENSG00000199331	3.13
ENSG00000199332	0
ENSG00000199334	0.975
ENSG00000199335	0
ENSG00000199337	0.975
ENSG00000199347	6.245
ENSG00000199348	0
ENSG00000199349	0
ENSG00000199350	0
ENSG00000199352	0.975
ENSG00000199354	0
ENSG00000199357	0
ENSG00000199360	0
ENSG00000199361	0
ENSG00000199362	0
ENSG00000199363	0.68
ENSG00000199364	0
ENSG00000199366	0.97
ENSG00000199368	0
ENSG00000199370	0
ENSG00000199373	0.78
ENSG00000199377	0
ENSG00000199378	0
ENSG00000199381	0
ENSG00000199385	0
ENSG00000199390	0
ENSG00000199392	0
ENSG00000199394	0
ENSG00000199395	0
ENSG00000199396	0.975
ENSG00000199398	0
ENSG00000199400	1.155
ENSG00000199402	0
ENSG00000199405	0
ENSG00000199407	0
ENSG00000199409	0
ENSG00000199410	0
ENSG00000199411	1.485
ENSG00000199415	0
ENSG00000199420	0
ENSG00000199422	0
ENSG00000199424	0
ENSG00000199426	0
ENSG00000199436	3.005
ENSG00000199440	0
ENSG00000199442	0
ENSG00000199444	0
ENSG00000199446	0
ENSG00000199448	0
ENSG00000199450	0
ENSG00000199453	0
ENSG00000199454	0
ENSG00000199455	0
ENSG00000199458	0
ENSG00000199459	0
ENSG00000199460	0
ENSG00000199461	0
ENSG00000199466	1.045
ENSG00000199468	0
ENSG00000199469	0
ENSG00000199470	0
